D:DiseaseID:10868,M:hsa-let-7a-1
D:DiseaseID:12267,M:hsa-let-7a-1
D:DiseaseID:12085,M:hsa-let-7a-1
D:DiseaseID:8755,M:hsa-let-7a-1
D:DiseaseID:7156,M:hsa-let-7a-1
D:DiseaseID:11756,M:hsa-let-7a-1
D:DiseaseID:7160,M:hsa-let-7a-1
D:DiseaseID:842,M:hsa-let-7a-1
D:DiseaseID:9490,M:hsa-let-7a-1
D:DiseaseID:4705,M:hsa-let-7a-1
D:DiseaseID:12165,M:hsa-let-7a-1
D:DiseaseID:8115,M:hsa-let-7a-1
D:DiseaseID:5616,M:hsa-let-7a-1
D:DiseaseID:10765,M:hsa-let-7a-1
D:DiseaseID:11745,M:hsa-let-7a-1
D:DiseaseID:5905,M:hsa-let-7a-1
D:DiseaseID:8310,M:hsa-let-7a-1
D:DiseaseID:6283,M:hsa-let-7a-1
D:DiseaseID:2705,M:hsa-let-7a-1
D:DiseaseID:1111,M:hsa-let-7a-1
D:DiseaseID:12327,M:hsa-let-7a-1
D:DiseaseID:7850,M:hsa-let-7a-1
D:DiseaseID:8950,M:hsa-let-7a-1
D:DiseaseID:11265,M:hsa-let-7a-1
D:DiseaseID:1073,M:hsa-let-7a-1
D:DiseaseID:7646,M:hsa-let-7a-1
D:DiseaseID:7264,M:hsa-let-7a-1
D:DiseaseID:6867,M:hsa-let-7a-1
D:DiseaseID:4614,M:hsa-let-7a-1
D:DiseaseID:5170,M:hsa-let-7a-1
D:DiseaseID:7236,M:hsa-let-7a-1
D:DiseaseID:12049,M:hsa-let-7a-1
D:DiseaseID:10868,M:hsa-let-7a-2
D:DiseaseID:8755,M:hsa-let-7a-2
D:DiseaseID:7156,M:hsa-let-7a-2
D:DiseaseID:5616,M:hsa-let-7a-2
D:DiseaseID:12267,M:hsa-let-7a-2
D:DiseaseID:10765,M:hsa-let-7a-2
D:DiseaseID:5905,M:hsa-let-7a-2
D:DiseaseID:6283,M:hsa-let-7a-2
D:DiseaseID:11265,M:hsa-let-7a-2
D:DiseaseID:7264,M:hsa-let-7a-2
D:DiseaseID:4614,M:hsa-let-7a-2
D:DiseaseID:7236,M:hsa-let-7a-2
D:DiseaseID:10868,M:hsa-let-7a-3
D:DiseaseID:1663,M:hsa-let-7a-3
D:DiseaseID:8755,M:hsa-let-7a-3
D:DiseaseID:7156,M:hsa-let-7a-3
D:DiseaseID:7160,M:hsa-let-7a-3
D:DiseaseID:12267,M:hsa-let-7a-3
D:DiseaseID:5616,M:hsa-let-7a-3
D:DiseaseID:10765,M:hsa-let-7a-3
D:DiseaseID:5905,M:hsa-let-7a-3
D:DiseaseID:6283,M:hsa-let-7a-3
D:DiseaseID:11265,M:hsa-let-7a-3
D:DiseaseID:1073,M:hsa-let-7a-3
D:DiseaseID:7646,M:hsa-let-7a-3
D:DiseaseID:7264,M:hsa-let-7a-3
D:DiseaseID:4614,M:hsa-let-7a-3
D:DiseaseID:7236,M:hsa-let-7a-3
D:DiseaseID:12267,M:hsa-let-7b
D:DiseaseID:12085,M:hsa-let-7b
D:DiseaseID:8755,M:hsa-let-7b
D:DiseaseID:7156,M:hsa-let-7b
D:DiseaseID:11756,M:hsa-let-7b
D:DiseaseID:7160,M:hsa-let-7b
D:DiseaseID:842,M:hsa-let-7b
D:DiseaseID:9053,M:hsa-let-7b
D:DiseaseID:12165,M:hsa-let-7b
D:DiseaseID:5489,M:hsa-let-7b
D:DiseaseID:5616,M:hsa-let-7b
D:DiseaseID:10765,M:hsa-let-7b
D:DiseaseID:5905,M:hsa-let-7b
D:DiseaseID:6283,M:hsa-let-7b
D:DiseaseID:1111,M:hsa-let-7b
D:DiseaseID:12327,M:hsa-let-7b
D:DiseaseID:12530,M:hsa-let-7b
D:DiseaseID:8950,M:hsa-let-7b
D:DiseaseID:8215,M:hsa-let-7b
D:DiseaseID:11265,M:hsa-let-7b
D:DiseaseID:7646,M:hsa-let-7b
D:DiseaseID:7264,M:hsa-let-7b
D:DiseaseID:6867,M:hsa-let-7b
D:DiseaseID:5795,M:hsa-let-7b
D:DiseaseID:4614,M:hsa-let-7b
D:DiseaseID:7236,M:hsa-let-7b
D:DiseaseID:10324,M:hsa-let-7b
D:DiseaseID:12267,M:hsa-let-7c
D:DiseaseID:12085,M:hsa-let-7c
D:DiseaseID:1663,M:hsa-let-7c
D:DiseaseID:8755,M:hsa-let-7c
D:DiseaseID:7156,M:hsa-let-7c
D:DiseaseID:11756,M:hsa-let-7c
D:DiseaseID:7160,M:hsa-let-7c
D:DiseaseID:842,M:hsa-let-7c
D:DiseaseID:9053,M:hsa-let-7c
D:DiseaseID:12165,M:hsa-let-7c
D:DiseaseID:6821,M:hsa-let-7c
D:DiseaseID:9560,M:hsa-let-7c
D:DiseaseID:8115,M:hsa-let-7c
D:DiseaseID:5616,M:hsa-let-7c
D:DiseaseID:10765,M:hsa-let-7c
D:DiseaseID:5905,M:hsa-let-7c
D:DiseaseID:6283,M:hsa-let-7c
D:DiseaseID:12530,M:hsa-let-7c
D:DiseaseID:8950,M:hsa-let-7c
D:DiseaseID:1273,M:hsa-let-7c
D:DiseaseID:7646,M:hsa-let-7c
D:DiseaseID:4614,M:hsa-let-7c
D:DiseaseID:1663,M:hsa-let-7d
D:DiseaseID:8755,M:hsa-let-7d
D:DiseaseID:7156,M:hsa-let-7d
D:DiseaseID:7160,M:hsa-let-7d
D:DiseaseID:842,M:hsa-let-7d
D:DiseaseID:9053,M:hsa-let-7d
D:DiseaseID:12165,M:hsa-let-7d
D:DiseaseID:12267,M:hsa-let-7d
D:DiseaseID:5616,M:hsa-let-7d
D:DiseaseID:9935,M:hsa-let-7d
D:DiseaseID:10765,M:hsa-let-7d
D:DiseaseID:5905,M:hsa-let-7d
D:DiseaseID:6283,M:hsa-let-7d
D:DiseaseID:1111,M:hsa-let-7d
D:DiseaseID:8950,M:hsa-let-7d
D:DiseaseID:1073,M:hsa-let-7d
D:DiseaseID:7646,M:hsa-let-7d
D:DiseaseID:7264,M:hsa-let-7d
D:DiseaseID:4614,M:hsa-let-7d
D:DiseaseID:7236,M:hsa-let-7d
D:DiseaseID:12267,M:hsa-let-7e
D:DiseaseID:12085,M:hsa-let-7e
D:DiseaseID:7156,M:hsa-let-7e
D:DiseaseID:7160,M:hsa-let-7e
D:DiseaseID:842,M:hsa-let-7e
D:DiseaseID:9053,M:hsa-let-7e
D:DiseaseID:12165,M:hsa-let-7e
D:DiseaseID:887,M:hsa-let-7e
D:DiseaseID:8115,M:hsa-let-7e
D:DiseaseID:5616,M:hsa-let-7e
D:DiseaseID:9935,M:hsa-let-7e
D:DiseaseID:10765,M:hsa-let-7e
D:DiseaseID:5905,M:hsa-let-7e
D:DiseaseID:6283,M:hsa-let-7e
D:DiseaseID:2705,M:hsa-let-7e
D:DiseaseID:1111,M:hsa-let-7e
D:DiseaseID:12327,M:hsa-let-7e
D:DiseaseID:12530,M:hsa-let-7e
D:DiseaseID:8950,M:hsa-let-7e
D:DiseaseID:1273,M:hsa-let-7e
D:DiseaseID:1073,M:hsa-let-7e
D:DiseaseID:7646,M:hsa-let-7e
D:DiseaseID:7264,M:hsa-let-7e
D:DiseaseID:4614,M:hsa-let-7e
D:DiseaseID:11935,M:hsa-let-7e
D:DiseaseID:11259,M:hsa-let-7e
D:DiseaseID:7236,M:hsa-let-7e
D:DiseaseID:12049,M:hsa-let-7e
D:DiseaseID:12267,M:hsa-let-7f-1
D:DiseaseID:7156,M:hsa-let-7f-1
D:DiseaseID:7160,M:hsa-let-7f-1
D:DiseaseID:842,M:hsa-let-7f-1
D:DiseaseID:12165,M:hsa-let-7f-1
D:DiseaseID:8115,M:hsa-let-7f-1
